win_idx,label,acc_v,acc_m,acc_u,acc_mv,acc_ds_eq,acc_ds_static,P_v,P_m,P_u
487,1,1.0,1.0,0.5,1.0,0.0,1.0,0.99999976,0.9999996629730424,0.4474525414000074
488,1,1.0,1.0,0.55,1.0,0.0,1.0,1.0,0.9999495077117913,0.466315274591617
489,1,1.0,1.0,0.38333333333333336,1.0,0.0,1.0,0.9999664,0.9996719447743634,0.3929363371636689
490,1,1.0,1.0,0.38333333333333336,1.0,0.0,1.0,0.99999964,0.9956935251394375,0.36665625768654364
491,1,1.0,1.0,0.4,1.0,0.0,1.0,1.0,0.9932390016707179,0.39211855026390746
492,1,1.0,1.0,0.45,1.0,0.0,1.0,1.0,0.9916656322026992,0.4098749988739022
493,1,1.0,1.0,0.38333333333333336,1.0,0.0,1.0,1.0,0.9971581821661536,0.4099983793866041
494,1,1.0,1.0,0.5166666666666667,1.0,0.0,1.0,0.99999964,0.9964696517400183,0.46927113064666914
495,1,1.0,1.0,0.5333333333333333,1.0,0.0,1.0,0.9999821,0.9998496950698381,0.4752853643238055
496,1,1.0,1.0,0.43333333333333335,1.0,0.0,0.0,0.81022495,0.999999904575709,0.41128180350634413
497,1,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.999999969808011,0.45271057180609997
498,1,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.999999716818687,0.4364879495302041
499,1,1.0,1.0,0.5666666666666667,1.0,0.0,1.0,1.0,0.9999999626578424,0.4668112157785986
500,1,1.0,1.0,0.48333333333333334,1.0,0.0,1.0,1.0,0.9999999421974265,0.44500729536561834
501,1,1.0,1.0,0.5,1.0,0.0,1.0,0.99999976,0.9999999964910672,0.46181617293235067
502,1,1.0,1.0,0.5166666666666667,1.0,0.0,1.0,0.97074753,0.9999999997207509,0.4540087559714793
503,1,1.0,1.0,0.5166666666666667,1.0,0.0,1.0,1.0,0.9999999999666745,0.4474959916923294
504,1,1.0,1.0,0.43333333333333335,1.0,0.0,0.0,0.93085,0.9999999999722822,0.40799357894200927
505,1,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.9999999999923728,0.43056374831644745
506,1,1.0,1.0,0.4,1.0,0.0,1.0,0.99999964,0.9999999999996395,0.3787431544617529
507,1,1.0,1.0,0.43333333333333335,1.0,0.0,1.0,1.0,0.999999999995659,0.4115370982344119
508,1,1.0,1.0,0.5333333333333333,1.0,0.0,1.0,0.9999894,0.9999999999735573,0.47254620275718034
509,1,1.0,1.0,0.55,1.0,0.0,1.0,0.99999404,0.9999999999919428,0.4782287389879297
510,1,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.9999999999984063,0.4492005406661725
511,1,1.0,1.0,0.5166666666666667,1.0,0.0,1.0,1.0,0.9999999999969508,0.4548328542668592
512,1,1.0,1.0,0.5333333333333333,1.0,0.0,1.0,1.0,0.9999999999997333,0.46811862139569327
513,1,1.0,1.0,0.4166666666666667,1.0,0.0,1.0,1.0,0.9999999999993385,0.40668194907820804
514,1,1.0,1.0,0.55,1.0,0.0,1.0,1.0,0.9999999999997097,0.4683988245450987
515,1,1.0,1.0,0.5666666666666667,1.0,0.0,1.0,1.0,0.9999999999997137,0.4900634633406065
516,1,1.0,1.0,0.4166666666666667,1.0,0.0,1.0,0.99996126,0.9999999999997444,0.4002387875555831
517,1,1.0,1.0,0.35,1.0,0.0,1.0,1.0,0.9999999999933958,0.38110742445526824
518,1,1.0,1.0,0.48333333333333334,1.0,0.0,1.0,1.0,0.9999999999960956,0.4242920844082597
